EventID,event_name,SampleID,sample,tblSampleID,ices_area,fao_code,catch_date,age,length,weight,maturity,sex,prep_method,stock,reader_number,expertise,country,institute,iso_code,reader,AnnotationID,FishID,IsApproved,strata,AQ_Score,Edge,Nucleus,Comment,tblSmartImageID,ImageName
514,IMR mackerel age reading (internal),38006_12,87162,121103,27.2.a,27.2.a,15/01/2021 00:00:00,2,270,148,,F,Whole in Entellan,mac.27.nea,8,1,NORWAY,,NO,R08 NO,678827,38006_12,1,27.2.a,AQ1,,,,87162,38006_12.jpg
514,IMR mackerel age reading (internal),38006_12,87162,121103,27.2.a,27.2.a,15/01/2021 00:00:00,2,270,148,,F,Whole in Entellan,mac.27.nea,10,1,NORWAY,,NO,R10 NO,686448,38006_12,1,27.2.a,AQ1,,,,87162,38006_12.jpg
514,IMR mackerel age reading (internal),38006_12,87162,121103,27.2.a,27.2.a,15/01/2021 00:00:00,2,270,148,,F,Whole in Entellan,mac.27.nea,12,1,NORWAY,,NO,R12 NO,697541,38006_12,1,27.2.a,AQ1,,,,87162,38006_12.jpg
514,IMR mackerel age reading (internal),38006_12,87162,121103,27.2.a,27.2.a,15/01/2021 00:00:00,2,270,148,,F,Whole in Entellan,mac.27.nea,14,1,NORWAY,,NO,R14 NO,679119,38006_12,1,27.2.a,AQ1,,,,87162,38006_12.jpg
514,IMR mackerel age reading (internal),38006_12,87162,121103,27.2.a,27.2.a,15/01/2021 00:00:00,2,270,148,,F,Whole in Entellan,mac.27.nea,16,1,NORWAY,,NO,R16 NO,728232,38006_12,1,27.2.a,AQ1,,,"",87162,38006_12.jpg
514,IMR mackerel age reading (internal),38006_12,87162,121103,27.2.a,27.2.a,15/01/2021 00:00:00,2,270,148,,F,Whole in Entellan,mac.27.nea,18,1,NORWAY,,NO,R18 NO,706698,38006_12,1,27.2.a,AQ1,,,,87162,38006_12.jpg
514,IMR mackerel age reading (internal),38006_12,87162,121103,27.2.a,27.2.a,15/01/2021 00:00:00,2,270,148,,F,Whole in Entellan,mac.27.nea,20,1,NORWAY,,NO,R20 NO,691287,38006_12,1,27.2.a,AQ1,,,,87162,38006_12.jpg
514,IMR mackerel age reading (internal),38006_06,87156,121097,27.2.a,27.2.a,15/01/2021 00:00:00,1,270,149,,F,Whole in Entellan,mac.27.nea,4,1,NORWAY,,NO,R04 NO,670711,38006_06,1,27.2.a,AQ1,,,,87156,38006_06.jpg
514,IMR mackerel age reading (internal),38006_06,87156,121097,27.2.a,27.2.a,15/01/2021 00:00:00,1,270,149,,F,Whole in Entellan,mac.27.nea,6,1,NORWAY,,NO,R06 NO,671236,38006_06,1,27.2.a,AQ1,,,,87156,38006_06.jpg
514,IMR mackerel age reading (internal),38006_06,87156,121097,27.2.a,27.2.a,15/01/2021 00:00:00,1,270,149,,F,Whole in Entellan,mac.27.nea,8,1,NORWAY,,NO,R08 NO,677791,38006_06,1,27.2.a,AQ1,,,,87156,38006_06.jpg
514,IMR mackerel age reading (internal),38006_06,87156,121097,27.2.a,27.2.a,15/01/2021 00:00:00,1,270,149,,F,Whole in Entellan,mac.27.nea,10,1,NORWAY,,NO,R10 NO,686429,38006_06,1,27.2.a,AQ1,,,,87156,38006_06.jpg
514,IMR mackerel age reading (internal),38006_06,87156,121097,27.2.a,27.2.a,15/01/2021 00:00:00,1,270,149,,F,Whole in Entellan,mac.27.nea,12,1,NORWAY,,NO,R12 NO,697539,38006_06,1,27.2.a,AQ1,,,,87156,38006_06.jpg
514,IMR mackerel age reading (internal),38006_06,87156,121097,27.2.a,27.2.a,15/01/2021 00:00:00,1,270,149,,F,Whole in Entellan,mac.27.nea,14,1,NORWAY,,NO,R14 NO,678409,38006_06,1,27.2.a,AQ1,,,,87156,38006_06.jpg
514,IMR mackerel age reading (internal),38006_06,87156,121097,27.2.a,27.2.a,15/01/2021 00:00:00,1,270,149,,F,Whole in Entellan,mac.27.nea,16,1,NORWAY,,NO,R16 NO,728145,38006_06,1,27.2.a,AQ1,,,,87156,38006_06.jpg
514,IMR mackerel age reading (internal),38006_06,87156,121097,27.2.a,27.2.a,15/01/2021 00:00:00,1,270,149,,F,Whole in Entellan,mac.27.nea,18,1,NORWAY,,NO,R18 NO,706659,38006_06,1,27.2.a,AQ1,,,,87156,38006_06.jpg
514,IMR mackerel age reading (internal),38006_06,87156,121097,27.2.a,27.2.a,15/01/2021 00:00:00,1,270,149,,F,Whole in Entellan,mac.27.nea,20,1,NORWAY,,NO,R20 NO,691082,38006_06,1,27.2.a,AQ1,,,,87156,38006_06.jpg
514,IMR mackerel age reading (internal),38006_27,87177,121118,27.2.a,27.2.a,15/01/2021 00:00:00,2,270,159,,F,Whole in Entellan,mac.27.nea,2,1,NORWAY,,NO,R02 NO,669643,38006_27,1,27.2.a,AQ1,,,,87177,38006_27.jpg
514,IMR mackerel age reading (internal),38006_27,87177,121118,27.2.a,27.2.a,15/01/2021 00:00:00,2,270,159,,F,Whole in Entellan,mac.27.nea,4,1,NORWAY,,NO,R04 NO,670813,38006_27,1,27.2.a,AQ1,,,,87177,38006_27.jpg
514,IMR mackerel age reading (internal),38006_27,87177,121118,27.2.a,27.2.a,15/01/2021 00:00:00,2,270,159,,F,Whole in Entellan,mac.27.nea,6,1,NORWAY,,NO,R06 NO,671244,38006_27,1,27.2.a,AQ1,,,,87177,38006_27.jpg
514,IMR mackerel age reading (internal),38006_27,87177,121118,27.2.a,27.2.a,15/01/2021 00:00:00,2,270,159,,F,Whole in Entellan,mac.27.nea,8,1,NORWAY,,NO,R08 NO,703156,38006_27,1,27.2.a,AQ1,,,,87177,38006_27.jpg
514,IMR mackerel age reading (internal),38006_27,87177,121118,27.2.a,27.2.a,15/01/2021 00:00:00,2,270,159,,F,Whole in Entellan,mac.27.nea,10,1,NORWAY,,NO,R10 NO,686555,38006_27,1,27.2.a,AQ1,,,,87177,38006_27.jpg
514,IMR mackerel age reading (internal),38006_27,87177,121118,27.2.a,27.2.a,15/01/2021 00:00:00,2,270,159,,F,Whole in Entellan,mac.27.nea,12,1,NORWAY,,NO,R12 NO,698549,38006_27,1,27.2.a,AQ1,,,,87177,38006_27.jpg
514,IMR mackerel age reading (internal),38006_27,87177,121118,27.2.a,27.2.a,15/01/2021 00:00:00,2,270,159,,F,Whole in Entellan,mac.27.nea,14,1,NORWAY,,NO,R14 NO,679361,38006_27,1,27.2.a,AQ1,,,,87177,38006_27.jpg
514,IMR mackerel age reading (internal),38006_27,87177,121118,27.2.a,27.2.a,15/01/2021 00:00:00,2,270,159,,F,Whole in Entellan,mac.27.nea,16,1,NORWAY,,NO,R16 NO,728189,38006_27,1,27.2.a,AQ1,,,,87177,38006_27.jpg
514,IMR mackerel age reading (internal),38006_27,87177,121118,27.2.a,27.2.a,15/01/2021 00:00:00,2,270,159,,F,Whole in Entellan,mac.27.nea,18,1,NORWAY,,NO,R18 NO,706742,38006_27,1,27.2.a,AQ1,,,,87177,38006_27.jpg
514,IMR mackerel age reading (internal),38006_27,87177,121118,27.2.a,27.2.a,15/01/2021 00:00:00,2,270,159,,F,Whole in Entellan,mac.27.nea,20,1,NORWAY,,NO,R20 NO,691409,38006_27,1,27.2.a,AQ1,,,,87177,38006_27.jpg
514,IMR mackerel age reading (internal),38006_23,87173,121114,27.2.a,27.2.a,15/01/2021 00:00:00,2,275,122,,F,Whole in Entellan,mac.27.nea,2,1,NORWAY,,NO,R02 NO,669688,38006_23,1,27.2.a,AQ1,,,,87173,38006_23.jpg
514,IMR mackerel age reading (internal),38006_23,87173,121114,27.2.a,27.2.a,15/01/2021 00:00:00,2,275,122,,F,Whole in Entellan,mac.27.nea,4,1,NORWAY,,NO,R04 NO,671096,38006_23,1,27.2.a,AQ1,,,,87173,38006_23.jpg
514,IMR mackerel age reading (internal),38006_23,87173,121114,27.2.a,27.2.a,15/01/2021 00:00:00,2,275,122,,F,Whole in Entellan,mac.27.nea,6,1,NORWAY,,NO,R06 NO,671284,38006_23,1,27.2.a,AQ1,,,,87173,38006_23.jpg
514,IMR mackerel age reading (internal),38006_23,87173,121114,27.2.a,27.2.a,15/01/2021 00:00:00,2,275,122,,F,Whole in Entellan,mac.27.nea,8,1,NORWAY,,NO,R08 NO,705742,38006_23,1,27.2.a,AQ1,,,,87173,38006_23.jpg
514,IMR mackerel age reading (internal),38006_23,87173,121114,27.2.a,27.2.a,15/01/2021 00:00:00,2,275,122,,F,Whole in Entellan,mac.27.nea,10,1,NORWAY,,NO,R10 NO,686517,38006_23,1,27.2.a,AQ1,,,,87173,38006_23.jpg
514,IMR mackerel age reading (internal),38006_23,87173,121114,27.2.a,27.2.a,15/01/2021 00:00:00,2,275,122,,F,Whole in Entellan,mac.27.nea,12,1,NORWAY,,NO,R12 NO,698640,38006_23,1,27.2.a,AQ1,,,,87173,38006_23.jpg
514,IMR mackerel age reading (internal),38006_23,87173,121114,27.2.a,27.2.a,15/01/2021 00:00:00,2,275,122,,F,Whole in Entellan,mac.27.nea,14,1,NORWAY,,NO,R14 NO,702875,38006_23,1,27.2.a,AQ1,,,,87173,38006_23.jpg
514,IMR mackerel age reading (internal),38006_23,87173,121114,27.2.a,27.2.a,15/01/2021 00:00:00,2,275,122,,F,Whole in Entellan,mac.27.nea,16,1,NORWAY,,NO,R16 NO,728180,38006_23,1,27.2.a,AQ1,,,,87173,38006_23.jpg
514,IMR mackerel age reading (internal),38006_23,87173,121114,27.2.a,27.2.a,15/01/2021 00:00:00,2,275,122,,F,Whole in Entellan,mac.27.nea,18,1,NORWAY,,NO,R18 NO,706734,38006_23,1,27.2.a,AQ1,,,,87173,38006_23.jpg
514,IMR mackerel age reading (internal),38006_23,87173,121114,27.2.a,27.2.a,15/01/2021 00:00:00,2,275,122,,F,Whole in Entellan,mac.27.nea,20,1,NORWAY,,NO,R20 NO,695180,38006_23,1,27.2.a,AQ1,,,,87173,38006_23.jpg
514,IMR mackerel age reading (internal),38006_28,87178,121119,27.2.a,27.2.a,15/01/2021 00:00:00,3,280,137,,F,Whole in Entellan,mac.27.nea,2,1,NORWAY,,NO,R02 NO,669669,38006_28,1,27.2.a,AQ2,,,,87178,38006_28.jpg
514,IMR mackerel age reading (internal),38006_28,87178,121119,27.2.a,27.2.a,15/01/2021 00:00:00,2,280,137,,F,Whole in Entellan,mac.27.nea,4,1,NORWAY,,NO,R04 NO,671077,38006_28,1,27.2.a,AQ1,,,,87178,38006_28.jpg
514,IMR mackerel age reading (internal),38006_28,87178,121119,27.2.a,27.2.a,15/01/2021 00:00:00,2,280,137,,F,Whole in Entellan,mac.27.nea,6,1,NORWAY,,NO,R06 NO,671268,38006_28,1,27.2.a,AQ1,,,,87178,38006_28.jpg
514,IMR mackerel age reading (internal),38006_28,87178,121119,27.2.a,27.2.a,15/01/2021 00:00:00,2,280,137,,F,Whole in Entellan,mac.27.nea,8,1,NORWAY,,NO,R08 NO,704918,38006_28,1,27.2.a,AQ1,,,,87178,38006_28.jpg
514,IMR mackerel age reading (internal),38006_28,87178,121119,27.2.a,27.2.a,15/01/2021 00:00:00,2,280,137,,F,Whole in Entellan,mac.27.nea,10,1,NORWAY,,NO,R10 NO,686557,38006_28,1,27.2.a,AQ1,,,,87178,38006_28.jpg
514,IMR mackerel age reading (internal),38006_28,87178,121119,27.2.a,27.2.a,15/01/2021 00:00:00,2,280,137,,F,Whole in Entellan,mac.27.nea,12,1,NORWAY,,NO,R12 NO,698616,38006_28,1,27.2.a,AQ1,,,,87178,38006_28.jpg
514,IMR mackerel age reading (internal),38006_28,87178,121119,27.2.a,27.2.a,15/01/2021 00:00:00,2,280,137,,F,Whole in Entellan,mac.27.nea,14,1,NORWAY,,NO,R14 NO,702859,38006_28,1,27.2.a,AQ1,,,,87178,38006_28.jpg
514,IMR mackerel age reading (internal),38006_28,87178,121119,27.2.a,27.2.a,15/01/2021 00:00:00,2,280,137,,F,Whole in Entellan,mac.27.nea,16,1,NORWAY,,NO,R16 NO,728191,38006_28,1,27.2.a,AQ1,,,,87178,38006_28.jpg
514,IMR mackerel age reading (internal),38006_28,87178,121119,27.2.a,27.2.a,15/01/2021 00:00:00,2,280,137,,F,Whole in Entellan,mac.27.nea,18,1,NORWAY,,NO,R18 NO,706744,38006_28,1,27.2.a,AQ1,,,,87178,38006_28.jpg
514,IMR mackerel age reading (internal),38006_28,87178,121119,27.2.a,27.2.a,15/01/2021 00:00:00,2,280,137,,F,Whole in Entellan,mac.27.nea,20,1,NORWAY,,NO,R20 NO,694958,38006_28,1,27.2.a,AQ1,,,,87178,38006_28.jpg
514,IMR mackerel age reading (internal),38006_21,87171,121112,27.2.a,27.2.a,15/01/2021 00:00:00,2,280,181,,M,Whole in Entellan,mac.27.nea,4,1,NORWAY,,NO,R04 NO,671067,38006_21,1,27.2.a,AQ1,,,,87171,38006_21.jpg
514,IMR mackerel age reading (internal),38006_21,87171,121112,27.2.a,27.2.a,15/01/2021 00:00:00,2,280,181,,M,Whole in Entellan,mac.27.nea,6,1,NORWAY,,NO,R06 NO,673476,38006_21,1,27.2.a,AQ1,,,"",87171,38006_21.jpg
514,IMR mackerel age reading (internal),38006_21,87171,121112,27.2.a,27.2.a,15/01/2021 00:00:00,3,280,181,,M,Whole in Entellan,mac.27.nea,8,1,NORWAY,,NO,R08 NO,703571,38006_21,1,27.2.a,AQ2,,,,87171,38006_21.jpg
514,IMR mackerel age reading (internal),38006_21,87171,121112,27.2.a,27.2.a,15/01/2021 00:00:00,2,280,181,,M,Whole in Entellan,mac.27.nea,10,1,NORWAY,,NO,R10 NO,686508,38006_21,1,27.2.a,AQ1,,,,87171,38006_21.jpg
